Ticker,Name,Yahoo,Akt. Kurs,Währung,Perf %,Score,CRV,Elliott-Signal,Elliott-Einstieg,Elliott-Ausstieg,MC-Chance,Zyklus %,Zyklus-Status,ROE %,Debt/Equity,Div. Rendite %,FCF,Enterprise Value,Revenue,FCF Yield %,Growth %,Margin %,Rule of 40,Current Ratio,Institutional Ownership %,Radar Vector,PE,ConfidenceScore,ConfidenceLabel,ConfidenceBreakdown,ISIN,Symbol,YahooSymbol,Sektor,Akt. Kurs [€],Volatility,DownsideDev,MaxDrawdown,AvgVolume,DollarVolume,SMA200,Trend200,MarketRegimeStock,MarketTrend200Stock,MarketRegimeCrypto,MarketTrend200Crypto,MarketDate,RS3M,Sector,Industry,Country,Currency,Perf 1D %,Perf 1Y %,cycle,OpportunityScore,RiskScore,ScoreError,ScoreMarketRegime,ScoreAssetClass,ScoreRiskMult,ScoreOppW,ScoreRiskW,ScoreMarketTrend200,ticker,name,isin,symbol,yahoo_symbol,category,sector,industry,country,currency,price,price_eur,perf_pct,score,crv,confidence,elliott_signal,mc_chance,cycle_status,rs3m,trend200,sma200,volatility,downside_dev,max_drawdown,avg_volume,dollar_volume,regime_stock,trend200_stock,regime_crypto,trend200_crypto,market_date,trend_ok,liquidity_ok,is_crypto,score_status,crypto_base,quote_currency,asset_id,ticker_display,cluster_official,pillar_primary,bucket_type,pillar_confidence,pillar_reason,pillar_tags,TrendOK,LiquidityOK,yahoo
ON,ON SEMICOND.,ON,67.38,USD,3.5,15.67,1.76,BUY,66.86,79.21,59.9,88.0,Zyklus-Hoch,1.5,39.064,0.0,1250724992.0,27005202432.0,5995400192.0,4.63,-11.2,2.02,-9.18,4.522,109.63,"[0.0, 3.0, 0.0, 31.95, 17.06]",16.742908,64.5,MED,"{""coverage"": 1.0, ""confluence"": 0.4, ""risk_clean"": 0.6666666666666666, ""regime_align"": 0.5, ""liquidity"": 0.6172839506172839, ""weights"": {""coverage"": 0.25, ""confluence"": 0.25, ""risk_clean"": 0.2, ""regime_align"": 0.2, ""liquidity"": 0.1}}",US6821891057,ON,ON,Gehirn,63.03,0.037033,0.024946,0.426803,9457910.0,637273949.82,51.9871,0.296092,neutral,0.0422134122701132,bear,-0.2657318610924156,2026-03-06,0.37417,,,,,,,0.0,50.12,37.77,,neutral,stock,,,,0.0422134122701132,ON,ON SEMICOND.,US6821891057,ON,ON,Gehirn,Technology,Semiconductors,United States,USD,67.38,63.03,3.5,15.67,1.76,64.5,BUY,59.9,Zyklus-Hoch,0.37417,0.296092,51.9871,0.037033,0.024946,0.426803,9457910.0,637273949.82,neutral,0.0422134122701132,bear,-0.2657318610924156,2026-03-06,True,True,False,OK,,,US6821891057,ON,Semiconductors,Gehirn,pillar,55.0,heuristic from official taxonomy,"ai, software, semis",True,True,ON
PKX,POSCO HOLDINGS INC,PKX,59.5,USD,19.68065450357932,14.59,2.86,BUY,65.49,81.98,64.0,47.7,Zyklus-neutral,0.81,45.676,278.0,0.0,19552163332096.0,69095001161728.0,0.0,-5.4,0.95,-4.45,1.896,2.67,"[0.0, 1.62, 0.0, 72.33, 23.17]",12.655211,49.1,LOW,"{""coverage"": 1.0, ""confluence"": 0.0, ""risk_clean"": 0.6666666666666666, ""regime_align"": 0.5, ""liquidity"": 0.08024691358024694, ""weights"": {""coverage"": 0.25, ""confluence"": 0.25, ""risk_clean"": 0.2, ""regime_align"": 0.2, ""liquidity"": 0.1}}",US6934831099 ,PKX,PKX,Mining ⛏️,63.17,0.4129687891076976,0.2385398744739278,0.2557348019640375,181860.0,10820670.0,54.01442901611328,0.1015575112762978,neutral,0.0422134122701132,bear,-0.2657318610924156,2026-03-06,0.1190396619301288,Basic Materials,Steel,South Korea,,-0.0143708857036628,53.35614629234493,0.0,54.4,48.68,,neutral,stock,,,,0.0422134122701132,PKX,POSCO HOLDINGS INC,US6934831099,PKX,PKX,Mining ⛏️,Basic Materials,Steel,South Korea,USD,59.5,63.17,19.68065450357932,14.59,2.86,49.1,BUY,64.0,Zyklus-neutral,0.1190396619301288,0.1015575112762978,54.01442901611328,0.4129687891076976,0.2385398744739278,0.2557348019640375,181860.0,10820670.0,neutral,0.0422134122701132,bear,-0.2657318610924156,2026-03-06,True,True,False,OK,,,PKX,PKX,Steel,Fundament,pillar,55.0,heuristic from official taxonomy,"materials, mining",True,True,PKX
HMY,Harmony Gold Mining Company,HMY,19.549999237060547,USD,81.52564295899498,14.33,0.0,Seitwärts,0.0,0.0,60.2,27.3,Zyklus-neutral,32.52,4.925,98.0,10437374976.0,2812910080.0,73896001536.0,371.05,22.7,19.46,42.16,1.72,23.91,"[45.4, 65.04, 0.0, 72.74, 27.31]",8.793388,66.4,MED,"{""coverage"": 1.0, ""confluence"": 0.6, ""risk_clean"": 0.6666666666666666, ""regime_align"": 0.5, ""liquidity"": 0.30246913580246915, ""weights"": {""coverage"": 0.25, ""confluence"": 0.25, ""risk_clean"": 0.2, ""regime_align"": 0.2, ""liquidity"": 0.1}}",US4132163001,HMY,HMY,Tech 💻,,0.6463502226366735,0.4646546313667192,0.3063927011427632,4764850.0,93152813.86470796,17.56639998435974,0.1129200777886707,neutral,0.0422134122701132,bear,-0.2657318610924156,2026-03-06,0.0270755002817346,Basic Materials,Gold,South Africa,,0.8869213734196357,130.34528854447808,0.0,59.84,59.0,,neutral,stock,,,,0.0422134122701132,HMY,Harmony Gold Mining Company,US4132163001,HMY,HMY,Tech 💻,Basic Materials,Gold,South Africa,USD,19.549999237060547,,81.52564295899498,14.33,0.0,66.4,Seitwärts,60.2,Zyklus-neutral,0.0270755002817346,0.1129200777886707,17.56639998435974,0.6463502226366735,0.4646546313667192,0.3063927011427632,4764850.0,93152813.86470796,neutral,0.0422134122701132,bear,-0.2657318610924156,2026-03-06,True,True,False,OK,,,HMY,HMY,Gold,Fundament,pillar,55.0,heuristic from official taxonomy,"materials, mining",True,True,HMY
LRCX,Lam Research Corporation,LRCX,214.67999267578125,,182.79452511866631,14.3,,,,,,,,,,,,,,,,,,,,,,66.4,MED,"{""coverage"": 1.0, ""confluence"": 0.4, ""risk_clean"": 0.6666666666666666, ""regime_align"": 0.5, ""liquidity"": 0.8024691358024691, ""weights"": {""coverage"": 0.25, ""confluence"": 0.25, ""risk_clean"": 0.2, ""regime_align"": 0.2, ""liquidity"": 0.1}}",US5128073062,,LRCX,,,0.5202233593462626,0.355501560911995,0.2521200217145317,9945335.0,2135064444.958191,144.55382640838624,0.4851214804184987,neutral,0.0422134122701132,bear,-0.2657318610924156,2026-03-06,0.3462886495703263,Technology,Semiconductor Equipment & Materials,United States,,-2.166732662347459,207.5736027775144,0.0,55.1,50.8,,neutral,stock,,,,0.0422134122701132,LRCX,Lam Research Corporation,US5128073062,,LRCX,,Technology,Semiconductor Equipment & Materials,United States,,214.67999267578125,,182.79452511866631,14.3,,66.4,,,,0.3462886495703263,0.4851214804184987,144.55382640838624,0.5202233593462626,0.355501560911995,0.2521200217145317,9945335.0,2135064444.958191,neutral,0.0422134122701132,bear,-0.2657318610924156,2026-03-06,True,True,False,OK,,,LRCX,LRCX,Semiconductor Equipment & Materials,Gehirn,pillar,55.0,heuristic from official taxonomy,"ai, software, semis",True,True,
PM,PHILIP MORRIS INTERNATIONAL INC,PM,169.6999969482422,USD,14.422446162659398,14.26,0.0,Seitwärts,0.0,0.0,62.7,57.4,Zyklus-neutral,0.0,100.0,322.0,8938874880.0,331078795264.0,40647999488.0,2.7,6.8,27.92,34.72,0.958,82.91,"[13.6, 0.0, 0.0, 42.6, 16.42]",19.94217,59.8,MED,"{""coverage"": 1.0, ""confluence"": 0.2, ""risk_clean"": 0.6666666666666666, ""regime_align"": 0.5, ""liquidity"": 0.6481481481481481, ""weights"": {""coverage"": 0.25, ""confluence"": 0.25, ""risk_clean"": 0.2, ""regime_align"": 0.2, ""liquidity"": 0.1}}",US7181721090,PM,PM,Konsum 🚬,177.68,0.2524841474502252,0.2100485716285534,0.206363523598938,5299065.0,899251314.328537,165.44025505065918,0.0257479166499026,neutral,0.0422134122701132,bear,-0.2657318610924156,2026-03-06,0.1296126151646035,Consumer Defensive,Tobacco,United States,,-0.3573323567708342,24.56909830304861,0.0,51.18,44.08,,neutral,stock,,,,0.0422134122701132,PM,PHILIP MORRIS INTERNATIONAL INC,US7181721090,PM,PM,Konsum 🚬,Consumer Defensive,Tobacco,United States,USD,169.6999969482422,177.68,14.422446162659398,14.26,0.0,59.8,Seitwärts,62.7,Zyklus-neutral,0.1296126151646035,0.0257479166499026,165.44025505065918,0.2524841474502252,0.2100485716285534,0.206363523598938,5299065.0,899251314.328537,neutral,0.0422134122701132,bear,-0.2657318610924156,2026-03-06,True,True,False,OK,,,PM,PM,Tobacco,,concept2,,concept2 (Konsum) – derived from legacy category,,True,True,PM
ASX,"ASE Technology Holding Co., Ltd.",ASX,22.059999465942383,,130.83786403494284,14.2,,,,,,,,,,,,,,,,,,,,,,62.8,MED,"{""coverage"": 1.0, ""confluence"": 0.4, ""risk_clean"": 0.6666666666666666, ""regime_align"": 0.5, ""liquidity"": 0.4506172839506173, ""weights"": {""coverage"": 0.25, ""confluence"": 0.25, ""risk_clean"": 0.2, ""regime_align"": 0.2, ""liquidity"": 0.1}}",US00215W1009,,ASX,,,0.4258596506178984,0.2759786082294639,0.2616915524612985,9241905.0,203876419.36429024,13.768323411941529,0.6022284490215655,neutral,0.0422134122701132,bear,-0.2657318610924156,2026-03-06,0.4332963133422445,Technology,Semiconductors,Taiwan,,0.2476325811992863,148.40183539064472,0.0,56.04,52.75,,neutral,stock,,,,0.0422134122701132,ASX,"ASE Technology Holding Co., Ltd.",US00215W1009,,ASX,,Technology,Semiconductors,Taiwan,,22.059999465942383,,130.83786403494284,14.2,,62.8,,,,0.4332963133422445,0.6022284490215655,13.768323411941529,0.4258596506178984,0.2759786082294639,0.2616915524612985,9241905.0,203876419.36429024,neutral,0.0422134122701132,bear,-0.2657318610924156,2026-03-06,True,True,False,OK,,,ASX,ASX,Semiconductors,Gehirn,pillar,55.0,heuristic from official taxonomy,"ai, software, semis",True,True,
CVX,CHEVRON CORP,CVX,189.8999938964844,USD,29.7455710811118,14.13,0.0,Seitwärts,0.0,0.0,61.0,80.8,Zyklus-Hoch,7.16,21.239,391.0,0.0,400448815104.0,186030997504.0,0.0,-6.0,6.61,0.61,1.0,68.9,"[0.0, 14.32, 0.0, 19.2, 14.89]",19.885374,68.0,MED,"{""coverage"": 1.0, ""confluence"": 0.2, ""risk_clean"": 1.0, ""regime_align"": 0.5, ""liquidity"": 0.7962962962962963, ""weights"": {""coverage"": 0.25, ""confluence"": 0.25, ""risk_clean"": 0.2, ""regime_align"": 0.2, ""liquidity"": 0.1}}",US1667641005,CVX,CVX,Energie ⚡,168.91,0.2497393472476608,0.2088853459644723,0.2063973755987,10354760.0,1966368860.7995603,153.4576195526123,0.2374751703442001,neutral,0.0422134122701132,bear,-0.2657318610924156,2026-03-06,0.2658044467466198,Energy,Oil & Gas Integrated,United States,,1.4118108128934104,23.03906568542377,0.0,47.01,37.25,,neutral,stock,,,,0.0422134122701132,CVX,CHEVRON CORP,US1667641005,CVX,CVX,Energie ⚡,Energy,Oil & Gas Integrated,United States,USD,189.8999938964844,168.91,29.7455710811118,14.13,0.0,68.0,Seitwärts,61.0,Zyklus-Hoch,0.2658044467466198,0.2374751703442001,153.4576195526123,0.2497393472476608,0.2088853459644723,0.2063973755987,10354760.0,1966368860.7995603,neutral,0.0422134122701132,bear,-0.2657318610924156,2026-03-06,True,True,False,OK,,,CVX,CVX,Oil & Gas Integrated,Energie,pillar,,derived from legacy category,,True,True,CVX
KLAC,KLA Corporation,KLAC,1429.3599853515625,,108.08190339762837,13.52,,,,,,,,,,,,,,,,,,,,,,65.7,MED,"{""coverage"": 1.0, ""confluence"": 0.4, ""risk_clean"": 0.6666666666666666, ""regime_align"": 0.5, ""liquidity"": 0.7407407407407407, ""weights"": {""coverage"": 0.25, ""confluence"": 0.25, ""risk_clean"": 0.2, ""regime_align"": 0.2, ""liquidity"": 0.1}}",US4824801009,,KLAC,,,0.4827263200200329,0.3723960828031435,0.2240682411689448,984065.0,1406583133.9849854,1105.8282638549804,0.2925695897559464,neutral,0.0422134122701132,bear,-0.2657318610924156,2026-03-06,0.1819447708122366,Technology,Semiconductor Equipment & Materials,United States,,0.0157441875438646,116.70745619366171,0.0,52.79,49.25,,neutral,stock,,,,0.0422134122701132,KLAC,KLA Corporation,US4824801009,,KLAC,,Technology,Semiconductor Equipment & Materials,United States,,1429.3599853515625,,108.08190339762837,13.52,,65.7,,,,0.1819447708122366,0.2925695897559464,1105.8282638549804,0.4827263200200329,0.3723960828031435,0.2240682411689448,984065.0,1406583133.9849854,neutral,0.0422134122701132,bear,-0.2657318610924156,2026-03-06,True,True,False,OK,,,KLAC,KLAC,Semiconductor Equipment & Materials,Gehirn,pillar,55.0,heuristic from official taxonomy,"ai, software, semis",True,True,
OXY,OCCIDENTAL PET.,OXY,46.27,USD,-0.84,13.4,1.07,BUY,46.95,51.24,47.2,75.7,Zyklus-neutral,5.96,62.221,206.0,3033125120.0,75094687744.0,26601000960.0,4.04,-7.7,8.17,0.47,0.935,51.31,"[0.0, 11.92, 0.0, 44.3, 7.41]",41.212414,60.5,MED,"{""coverage"": 1.0, ""confluence"": 0.0, ""risk_clean"": 1.0, ""regime_align"": 0.5, ""liquidity"": 0.5493827160493827, ""weights"": {""coverage"": 0.25, ""confluence"": 0.25, ""risk_clean"": 0.2, ""regime_align"": 0.2, ""liquidity"": 0.1}}",US6745991058,OXY,OXY,Energie,44.53,0.023559,0.018469,0.303237,10098211.67,467244258.44,42.9315,0.077764,neutral,0.0422134122701132,bear,-0.2657318610924156,2026-03-06,0.092005,,,,,,,0.0,42.53,31.73,,neutral,stock,,,,0.0422134122701132,OXY,OCCIDENTAL PET.,US6745991058,OXY,OXY,Energie,Energy,Oil & Gas E&P,United States,USD,46.27,44.53,-0.84,13.4,1.07,60.5,BUY,47.2,Zyklus-neutral,0.092005,0.077764,42.9315,0.023559,0.018469,0.303237,10098211.67,467244258.44,neutral,0.0422134122701132,bear,-0.2657318610924156,2026-03-06,True,True,False,OK,,,US6745991058,OXY,Oil & Gas E&P,Energie,pillar,,derived from legacy category,,True,True,OXY
FANUY,FANUC CORP.,FANUY,19.61000061035156,USD,39.60640677826402,13.16,0.0,Seitwärts,0.0,0.0,66.4,60.4,Zyklus-neutral,9.37,100.0,153.0,0.0,-659248840704.0,835426975744.0,-0.0,9.5,19.35,28.85,6.859,0.26,"[19.0, 18.74, 0.0, 39.61, 5.97]",33.14925,47.5,LOW,"{""coverage"": 1.0, ""confluence"": 0.2, ""risk_clean"": 0.3333333333333333, ""regime_align"": 0.5, ""liquidity"": 0.08641975308641969, ""weights"": {""coverage"": 0.25, ""confluence"": 0.25, ""risk_clean"": 0.2, ""regime_align"": 0.2, ""liquidity"": 0.1}}",US3073051027,FANUY,FANUY,Hardware 💻,20.6,0.403176818506153,0.2423138965289068,0.2552492722382355,560260.0,10986698.941955566,16.35585002422333,0.1989594292750773,neutral,0.0422134122701132,bear,-0.2657318610924156,2026-03-06,0.1462726848050914,Industrials,Specialty Industrial Machinery,Japan,,1.070949454494885,59.23299434376741,0.0,56.87,57.54,,neutral,stock,,,,0.0422134122701132,FANUY,FANUC CORP.,US3073051027,FANUY,FANUY,Hardware 💻,Industrials,Specialty Industrial Machinery,Japan,USD,19.61000061035156,20.6,39.60640677826402,13.16,0.0,47.5,Seitwärts,66.4,Zyklus-neutral,0.1462726848050914,0.1989594292750773,16.35585002422333,0.403176818506153,0.2423138965289068,0.2552492722382355,560260.0,10986698.941955566,neutral,0.0422134122701132,bear,-0.2657318610924156,2026-03-06,True,True,False,OK,,,FANUY,FANUY,Specialty Industrial Machinery,Hardware,pillar,50.0,heuristic from official taxonomy,"robotics, automation",True,True,FANUY
CSTM,CONSTELLIUM SE,CSTM,26.34000015258789,USD,129.64254175567697,13.02,0.0,Seitwärts,0.0,0.0,75.4,36.6,Zyklus-neutral,12.18,247.045,0.0,27942560.0,5423435776.0,7968999936.0,0.52,20.2,1.42,21.62,1.277,95.58,"[40.4, 24.36, 0.0, 63.36, 17.64]",15.379264,52.4,MED,"{""coverage"": 1.0, ""confluence"": 0.6, ""risk_clean"": 0.0, ""regime_align"": 0.5, ""liquidity"": 0.2407407407407407, ""weights"": {""coverage"": 0.25, ""confluence"": 0.25, ""risk_clean"": 0.2, ""regime_align"": 0.2, ""liquidity"": 0.1}}",FR0013467479 ,CSTM,CSTM,Mining ⛏️,22.72,0.4940949095977204,0.291725167376661,0.3724531766913611,2742695.0,72242586.71850204,16.810149960517883,0.5669104805401994,neutral,0.0422134122701132,bear,-0.2657318610924156,2026-03-06,0.4657898937075004,Basic Materials,Aluminum,France,,-4.084783592009977,118.71703988881062,0.0,61.86,66.68,,neutral,stock,,,,0.0422134122701132,CSTM,CONSTELLIUM SE,FR0013467479,CSTM,CSTM,Mining ⛏️,Basic Materials,Aluminum,France,USD,26.34000015258789,22.72,129.64254175567697,13.02,0.0,52.4,Seitwärts,75.4,Zyklus-neutral,0.4657898937075004,0.5669104805401994,16.810149960517883,0.4940949095977204,0.291725167376661,0.3724531766913611,2742695.0,72242586.71850204,neutral,0.0422134122701132,bear,-0.2657318610924156,2026-03-06,True,True,False,OK,,,CSTM,CSTM,Aluminum,Fundament,pillar,55.0,heuristic from official taxonomy,"materials, mining",True,True,CSTM
CGNX,COGNEX CORP.,CGNX,51.25,USD,58.37735264968798,12.99,1.15,BUY,42.33,48.59,56.8,94.1,Zyklus-Hoch,7.21,5.298,78.0,180942256.0,7082582016.0,971705024.0,2.55,18.0,11.33,29.33,3.964,100.6,"[36.0, 14.42, 0.0, 25.87, 10.85]",38.553066,62.3,MED,"{""coverage"": 1.0, ""confluence"": 0.4, ""risk_clean"": 0.6666666666666666, ""regime_align"": 0.5, ""liquidity"": 0.3950617283950617, ""weights"": {""coverage"": 0.25, ""confluence"": 0.25, ""risk_clean"": 0.2, ""regime_align"": 0.2, ""liquidity"": 0.1}}",US1924221039,CGNX,CGNX,Hardware 💻,39.72,0.6030952121671551,0.3470940845427504,0.3149837851837965,3016130.0,154576662.5,39.96329422950745,0.2824268116055073,neutral,0.0422134122701132,bear,-0.2657318610924156,2026-03-06,0.3626218665597467,Technology,Scientific & Technical Instruments,United States,,-1.7341023733535632,67.18920545045405,0.0,51.69,49.01,,neutral,stock,,,,0.0422134122701132,CGNX,COGNEX CORP.,US1924221039,CGNX,CGNX,Hardware 💻,Technology,Scientific & Technical Instruments,United States,USD,51.25,39.72,58.37735264968798,12.99,1.15,62.3,BUY,56.8,Zyklus-Hoch,0.3626218665597467,0.2824268116055073,39.96329422950745,0.6030952121671551,0.3470940845427504,0.3149837851837965,3016130.0,154576662.5,neutral,0.0422134122701132,bear,-0.2657318610924156,2026-03-06,True,True,False,OK,,,CGNX,CGNX,Scientific & Technical Instruments,Hardware,pillar,,derived from legacy category,,True,True,CGNX
SNN,SMITH & NEPHEW PLC,SNN,34.849998474121094,USD,21.002999605430105,12.96,0.0,Seitwärts,0.0,0.0,67.3,100.0,Zyklus-Hoch,9.14,62.392,215.0,700875008.0,33722298368.0,5944000000.0,2.08,4.7,8.26,12.96,3.003,7.72,"[9.4, 18.28, 0.0, 0.0, 16.69]",19.562094,56.7,MED,"{""coverage"": 1.0, ""confluence"": 0.0, ""risk_clean"": 1.0, ""regime_align"": 0.5, ""liquidity"": 0.16666666666666663, ""weights"": {""coverage"": 0.25, ""confluence"": 0.25, ""risk_clean"": 0.2, ""regime_align"": 0.2, ""liquidity"": 0.1}}",US83175M2052 ,SNN,SNN,Pharma 🧪,34.07,0.2980052828826342,0.2247507765167191,0.168870021542567,961610.0,33512107.032699585,33.56641407966614,0.0382401406181938,neutral,0.0422134122701132,bear,-0.2657318610924156,2026-03-06,0.0581709961550176,Healthcare,Medical Devices,United Kingdom,,0.5997852204818077,30.598312246313107,0.0,50.96,47.84,,neutral,stock,,,,0.0422134122701132,SNN,SMITH & NEPHEW PLC,US83175M2052,SNN,SNN,Pharma 🧪,Healthcare,Medical Devices,United Kingdom,USD,34.849998474121094,34.07,21.002999605430105,12.96,0.0,56.7,Seitwärts,67.3,Zyklus-Hoch,0.0581709961550176,0.0382401406181938,33.56641407966614,0.2980052828826342,0.2247507765167191,0.168870021542567,961610.0,33512107.032699585,neutral,0.0422134122701132,bear,-0.2657318610924156,2026-03-06,True,True,False,OK,,,SNN,SNN,Medical Devices,,none,,,,True,True,SNN
CCJ,CAMECO CORP.,CCJ,114.23999786376952,USD,171.68865242661374,12.82,0.0,Seitwärts,0.0,0.0,73.6,23.1,Zyklus-neutral,8.1,14.854,15.0,787334656.0,51645775872.0,3464176128.0,1.52,-14.7,15.18,0.48,2.991,70.09,"[0.0, 16.2, 0.0, 76.9, 0.0]",82.52247,68.8,MED,"{""coverage"": 1.0, ""confluence"": 0.6, ""risk_clean"": 0.6666666666666666, ""regime_align"": 0.5, ""liquidity"": 0.5432098765432098, ""weights"": {""coverage"": 0.25, ""confluence"": 0.25, ""risk_clean"": 0.2, ""regime_align"": 0.2, ""liquidity"": 0.1}}",CA13321L1085,CCJ,CCJ,Energie,125.9,0.5332752348877122,0.2981046948586991,0.2569450874634099,3847890.0,439582945.38002014,87.82924928665162,0.3007056167691946,neutral,0.0422134122701132,bear,-0.2657318610924156,2026-03-06,0.2779668657192722,Energy,Uranium,Canada,,0.1861577425410487,169.36996648350728,0.0,52.0,50.09,,neutral,stock,,,,0.0422134122701132,CCJ,CAMECO CORP.,CA13321L1085,CCJ,CCJ,Energie,Energy,Uranium,Canada,USD,114.23999786376952,125.9,171.68865242661374,12.82,0.0,68.8,Seitwärts,73.6,Zyklus-neutral,0.2779668657192722,0.3007056167691946,87.82924928665162,0.5332752348877122,0.2981046948586991,0.2569450874634099,3847890.0,439582945.38002014,neutral,0.0422134122701132,bear,-0.2657318610924156,2026-03-06,True,True,False,OK,,,CCJ,CCJ,Uranium,Fundament,pillar,45.0,heuristic from official taxonomy,"grid, storage, electrification",True,True,CCJ
FCX,FREEPORT-MCMORAN,FCX,62.65999984741211,USD,68.60860465271443,12.54,0.0,Seitwärts,0.0,0.0,65.4,37.1,Zyklus-neutral,13.95,33.768,95.0,1371124992.0,106995998720.0,25915000832.0,1.28,-1.5,8.51,7.01,2.291,85.98,"[0.0, 27.9, 0.0, 62.93, 14.34]",18.48081,65.2,MED,"{""coverage"": 1.0, ""confluence"": 0.4, ""risk_clean"": 0.6666666666666666, ""regime_align"": 0.5, ""liquidity"": 0.691358024691358, ""weights"": {""coverage"": 0.25, ""confluence"": 0.25, ""risk_clean"": 0.2, ""regime_align"": 0.2, ""liquidity"": 0.1}}",US35671D8570,FCX,FCX,Fundament,62.52,0.501350458942938,0.4344976131376705,0.3222505602686879,17544165.0,1099317376.2229729,46.734274253845214,0.3407718606490728,neutral,0.0422134122701132,bear,-0.2657318610924156,2026-03-06,0.4114762425365164,Basic Materials,Copper,United States,,-0.4387180965385151,87.01469793378878,0.0,54.11,54.68,,neutral,stock,,,,0.0422134122701132,FCX,FREEPORT-MCMORAN,US35671D8570,FCX,FCX,Fundament,Basic Materials,Copper,United States,USD,62.65999984741211,62.52,68.60860465271443,12.54,0.0,65.2,Seitwärts,65.4,Zyklus-neutral,0.4114762425365164,0.3407718606490728,46.734274253845214,0.501350458942938,0.4344976131376705,0.3222505602686879,17544165.0,1099317376.2229729,neutral,0.0422134122701132,bear,-0.2657318610924156,2026-03-06,True,True,False,OK,,,FCX,FCX,Copper,Fundament,pillar,55.0,heuristic from official taxonomy,"materials, mining",True,True,FCX
ON,ON SEMICONDUCTOR CORP,ON,60.84999847412109,USD,38.67364857093602,12.54,1.76,BUY,66.86,79.21,57.1,88.0,Zyklus-Hoch,1.5,39.064,0.0,1250724992.0,27005202432.0,5995400192.0,4.63,-11.2,2.02,-9.18,4.522,109.63,"[0.0, 3.0, 0.0, 31.95, 17.06]",16.742908,54.1,MED,"{""coverage"": 1.0, ""confluence"": 0.0, ""risk_clean"": 0.6666666666666666, ""regime_align"": 0.5, ""liquidity"": 0.5802469135802469, ""weights"": {""coverage"": 0.25, ""confluence"": 0.25, ""risk_clean"": 0.2, ""regime_align"": 0.2, ""liquidity"": 0.1}}",US6821891057 ,ON,ON,Tech 💻,63.02,0.5778023959057909,0.3880275288302274,0.3005691648535442,9211345.0,560510329.194603,54.135550041198734,0.1240302985341881,neutral,0.0422134122701132,bear,-0.2657318610924156,2026-03-06,0.065570632204394,Technology,Semiconductors,United States,,-2.4647890477002776,41.29650251847048,0.0,51.56,50.21,,neutral,stock,,,,0.0422134122701132,ON,ON SEMICONDUCTOR CORP,US6821891057,ON,ON,Tech 💻,Technology,Semiconductors,United States,USD,60.84999847412109,63.02,38.67364857093602,12.54,1.76,54.1,BUY,57.1,Zyklus-Hoch,0.065570632204394,0.1240302985341881,54.135550041198734,0.5778023959057909,0.3880275288302274,0.3005691648535442,9211345.0,560510329.194603,neutral,0.0422134122701132,bear,-0.2657318610924156,2026-03-06,True,True,False,OK,,,ON,ON,Semiconductors,Gehirn,pillar,55.0,heuristic from official taxonomy,"ai, software, semis",True,True,ON
GMED,Globus Medical,GMED,89.29000091552734,USD,17.009571186222416,12.49,0.0,Seitwärts,0.0,0.0,53.2,24.1,Zyklus-neutral,10.01,2.731,0.0,445762752.0,11603802112.0,2769804032.0,3.84,22.9,15.3,38.2,4.13,106.79,"[45.8, 20.02, 0.0, 75.85, 24.94]",20.902147,61.7,MED,"{""coverage"": 1.0, ""confluence"": 0.4, ""risk_clean"": 0.6666666666666666, ""regime_align"": 0.5, ""liquidity"": 0.33333333333333326, ""weights"": {""coverage"": 0.25, ""confluence"": 0.25, ""risk_clean"": 0.2, ""regime_align"": 0.2, ""liquidity"": 0.1}}",US3795772082,GMED,GMED,Pharma 🧪,,0.5378490250252926,0.3535525131445929,0.3296732084376901,1239375.0,110663794.8846817,70.92764980316161,0.2588884752748035,neutral,0.0422134122701132,bear,-0.2657318610924156,2026-03-06,0.018378648053684,Healthcare,Medical Devices,United States,,-1.2925240531831417,18.849600905344687,0.0,54.32,55.2,,neutral,stock,,,,0.0422134122701132,GMED,Globus Medical,US3795772082,GMED,GMED,Pharma 🧪,Healthcare,Medical Devices,United States,USD,89.29000091552734,,17.009571186222416,12.49,0.0,61.7,Seitwärts,53.2,Zyklus-neutral,0.018378648053684,0.2588884752748035,70.92764980316161,0.5378490250252926,0.3535525131445929,0.3296732084376901,1239375.0,110663794.8846817,neutral,0.0422134122701132,bear,-0.2657318610924156,2026-03-06,True,True,False,OK,,,GMED,GMED,Medical Devices,,none,,,,True,True,GMED
